4450	20551	1.55920522195e-07	3.825993801890041e-06
3467	1538	0.000431078583881	7.651987603780082e-06
2289	3467	0.000365979614988	7.651987603780082e-06
4477	3265	0.000319204333586	7.651987603780082e-06
3467	2266	0.000421056515357	7.651987603780082e-06
5130	3467	0.000369716306671	7.651987603780082e-06
3467	6320	0.000439107958197	7.651987603780082e-06
3467	6320	0.000339117445375	7.651987603780082e-06
2307	18553	2.44836483808e-08	3.825993801890041e-06
3467	2660	0.000425973017882	7.651987603780082e-06
3467	7496	0.00028086155275	7.651987603780082e-06
3467	7496	0.000333850105743	7.651987603780082e-06
3467	4514	0.000439629785284	7.651987603780082e-06
3467	3689	0.00042374650523	7.651987603780082e-06
3467	7029	0.000313087572924	7.651987603780082e-06
7375	3105	0.000286325812015	7.651987603780082e-06
7375	3105	0.000232456076009	7.651987603780082e-06
3467	634	0.00034227160231	7.651987603780082e-06
954	3467	0.000370427116667	7.651987603780082e-06
1047	783	0.000259052506532	7.651987603780082e-06
1047	783	0.000215637378989	7.651987603780082e-06
1444	2339	0.000348790431151	7.651987603780082e-06
1444	2339	0.000225951284676	7.651987603780082e-06
3467	1013	0.000324034673784	7.651987603780082e-06
8054	3467	0.000264648144703	7.651987603780082e-06
4315	5865	0.000224828413281	7.651987603780082e-06
4315	5865	0.000278948168711	7.651987603780082e-06
2788	3467	0.000285079315783	7.651987603780082e-06
1444	5354	0.000206477128518	7.651987603780082e-06
3467	3019	0.000377373132839	7.651987603780082e-06
2941	3467	0.00037229638339	7.651987603780082e-06
3105	4315	0.000365280106886	7.651987603780082e-06
4163	3467	0.000347909439667	7.651987603780082e-06
1081	6784	0.000207145120597	7.651987603780082e-06
1081	6784	0.000214817033875	7.651987603780082e-06
5865	1444	0.00029856867434	7.651987603780082e-06
3028	3467	0.000274310642248	7.651987603780082e-06
5757	1081	0.000348850726173	7.651987603780082e-06
1333	5644	0.00024345321973	7.651987603780082e-06
3467	1145	0.000349235714598	7.651987603780082e-06
3467	6963	0.000377588546386	7.651987603780082e-06
5644	1333	0.00024345321973	7.651987603780082e-06
6201	3467	0.000373238791878	7.651987603780082e-06
373	5865	0.000265509885463	7.651987603780082e-06
4477	5644	0.000282433706058	7.651987603780082e-06
7572	3467	0.000364293599286	7.651987603780082e-06
7572	3467	0.000392856008807	7.651987603780082e-06
3216	16736	6.76137107799e-08	3.825993801890041e-06
3467	475	0.000305500420034	7.651987603780082e-06
1333	3467	0.000304269790047	7.651987603780082e-06
1333	3467	0.000392582370865	7.651987603780082e-06
2214	5644	0.000378532006978	7.651987603780082e-06
3467	3216	0.000344686063178	7.651987603780082e-06
3467	3216	0.000426361501801	7.651987603780082e-06
5865	4315	0.000224828413281	7.651987603780082e-06
5865	4315	0.000278948168711	7.651987603780082e-06
4940	3467	0.000275636924763	7.651987603780082e-06
4940	3467	0.000357821365385	7.651987603780082e-06
3644	3467	0.000345053056366	7.651987603780082e-06
4465	3467	0.000412777918206	7.651987603780082e-06
3467	8054	0.000264648144703	7.651987603780082e-06
