Source	Target	Weight
273	22545	0.00001705355277540
273	4952	0.00001820970562380
273	5324	0.00001833984065640
273	3688	0.00001833984065640
273	3074	0.00003551766496670
273	8	0.00008509911240770
273	3076	0.00003200401908510
273	5488	0.00001729876039520
273	164	0.00003096293882380
273	1194	0.00001964119098300
273	4232	0.00003460671973810
273	3109	0.00002107267634220
273	1024	0.00008431830221180
273	4717	0.00001664808523200
273	916	0.00001925078588500
273	676	0.00002640821268100
273	4737	0.00000752858855914
273	14	0.00003187388405240
273	33	0.00000775346091493
273	2230	0.00001860011072180
273	1280	0.00004970238352590
273	6773	0.00001677822026460
273	2048	0.00008093479136280
273	1066	0.00002367537699520
273	6194	0.00002055213621160
273	7248	0.00002107267634220
273	2184	0.00003122320888910
273	3100	0.00002016173111360
273	5222	0.00001846997568910
273	1689	0.00000749925738229
273	5674	0.00001820970562380
273	5453	0.00001690835529730
273	2694	0.00002081240627690
273	4928	0.00002458632222380
274	216	0.00002399424183610
274	7816	0.00001969978575860
274	1085	0.00001904911059530
274	708	0.00002698734758720
274	594	0.00002477505203210
274	17776	0.00001818758663140
274	20865	0.00001818758663140
274	5153	0.00002529559216270
274	6144	0.00000543643343753
274	553	0.00002438464693410
274	5740	0.00001774776026880
274	132	0.00004845962797500
274	7682	0.00002100113608510
274	4634	0.00002191208131370
274	4611	0.00002594626732590
274	83	0.00000524089225858
274	3300	0.00001904911059530
274	1217	0.00002555586222800
274	2322	0.00002698734758720
274	5208	0.00002074086601980
274	1453	0.00001865870549730
274	2133	0.00002217235137900
274	0	0.00015543062481600
274	2059	0.00002646680745660
274	1639	0.00001787789530140
274	1072	0.00003362423425250
274	5784	0.00001852857046470
274	428	0.00002022032588920
274	2799	0.00001774776026880
274	8	0.00000595461756174
274	21113	0.00002045565434340
274	3080	0.00003375436928510
274	1034	0.00003375436928510
274	2243	0.00002165181124840
274	5160	0.00002542572719530
274	1069	0.00002152167621570
274	632	0.00002074086601980
274	6984	0.00001917924562800
274	582	0.00002542572719530
274	4096	0.00008411662692200
274	1092	0.00003206261386070
274	677	0.00002087100105250
274	5025	0.00001878884053000
274	588	0.00002308329660760
274	2728	0.00002152167621570
274	4620	0.00002594626732590
274	1697	0.00002126140615040
274	22128	0.00002045565434340
274	6153	0.00002737775268510
274	2729	0.00001917924562800
274	129	0.00005041165346480
274	164	0.00003193247882800
274	3170	0.00001956965072590
274	160	0.00005106232862810
274	20477	0.00003179599290320
274	5123	0.00000524089225858
274	1551	0.00001982992079120
274	3369	0.00001904911059530
274	3392	0.00002542572719530
274	3784	0.00001917924562800
274	4618	0.00000524578078805
274	6385	0.00001839843543200
274	5637	0.00002165181124840
274	4758	0.00001930938066060
274	2252	0.00002191208131370
274	19691	0.00001705355277540
274	7175	0.00001891897556260
274	1105	0.00000523600372910
274	4160	0.00005223354392190
274	2141	0.00001826830039940
274	2560	0.00004937057320360
274	7841	0.00001735735517080
274	5859	0.00001761762523610
275	768	0.00000379957120600
275	22065	0.00001087277187970
275	1080	0.00001618826955940
275	2637	0.00000916097779609
275	556	0.00001683894472260
275	1088	0.00003857149517580
275	7877	0.00000877057269813
275	136	0.00003818109007780
275	4224	0.00003922217033900
275	3656	0.00001280475871040
275	172	0.00001657867465730
275	70	0.00002503745177980
275	3232	0.00001514718929820
275	5416	0.00001241435361240
275	3456	0.00001579786446140
275	3369	0.00001020205805730
275	2228	0.00001202394851450
275	1110	0.00001150340838390
275	1612	0.00001228421857980
275	0	0.00000621450476603
275	2	0.00000440086033127
275	5	0.00004039338563290
275	327	0.00001306502877570
275	186	0.00001189381348180
275	8	0.00000432753238916
275	5921	0.00000929111282874
275	2464	0.00001553759439610
275	3584	0.00002347583138800
275	4194	0.00001748961988590
275	2644	0.00001189381348180
275	588	0.00001423624406960
275	4256	0.00002425664158390
275	22047	0.00001200680573570
275	4112	0.00003961257543700
275	6736	0.00000359914149757
275	2072	0.00002321556132270
275	225	0.00000360403002705
275	223	0.00000955138289405
275	3466	0.00000955138289405
275	7168	0.00002659907217170
275	4712	0.00001267462367770
275	32	0.00000442530297864
275	2048	0.00007305727882900
275	866	0.00001358556890630
275	1536	0.00004208514105740
275	3091	0.00001202394851450
276	1129	0.00001932232614210
276	4739	0.00001828124588090
276	18981	0.00002468007864720
276	16628	0.00002354604479130
276	704	0.00002947285868910
276	1121	0.00002413732235030
276	1888	0.00001841138091350
276	1089	0.00003233582940740
276	4101	0.00003090434404820
276	6722	0.00001867165097880
276	88	0.00003454812496250
276	21865	0.00002241201093530
276	4651	0.00001697989555430
276	35	0.00003168515424420
276	6897	0.00001515800509720
276	112	0.00003168515424420
276	545	0.00003077420901560
276	16720	0.00002354604479130
276	3651	0.00001828124588090
276	20563	0.00002581411250320
276	17868	0.00002581411250320
276	4804	0.00001971273124000
276	4148	0.00002205516182780
276	0	0.00000979409214571
276	0	0.00015349154480800
276	0	0.00000979409214571
276	0	0.00015349154480800
276	1731	0.00001645935542370
276	5690	0.00001619908535840
276	3696	0.00001697989555430
276	3751	0.00001580868026040
276	540	0.00000719828299515
276	540	0.00002270583699110
276	540	0.00000719828299515
276	540	0.00002270583699110
276	2144	0.00003103447908090
276	2248	0.00002296610705640
276	1521	0.00001684976052170
276	6	0.00005133554417480
276	7755	0.00001580868026040
276	7690	0.00001711003058700
276	1651	0.00001580868026040
276	3080	0.00003181528927680
276	521	0.00003428785489720
276	4098	0.00004847257345650
276	1230	0.00001632922039110
276	4195	0.00001815111084820
276	1136	0.00002400718731760
276	148	0.00003337690966870
276	20620	0.00002468007864720
276	24358	0.00002014394322330
276	23411	0.00002241201093530
276	1153	0.00002817150836250
276	70	0.00000724716828988
276	5256	0.00002192502679520
276	5120	0.00000745737505726
276	4805	0.00001763057071760
276	7337	0.00001632922039110
276	4715	0.00001593881529310
276	13	0.00003090434404820
276	1677	0.00001724016561960
276	4737	0.00002322637712170
276	904	0.00000717872887725
276	2126	0.00001815111084820
276	19	0.00003493853006050
276	1057	0.00002986326378700
276	4688	0.00002309624208900
276	3841	0.00001854151594620
276	2561	0.00003311663960340
276	6699	0.00001554841019510
276	1682	0.00000718850593620
276	5696	0.00002387705228500
276	2753	0.00001945246117470
276	3082	0.00002439759241560
276	2107	0.00001711003058700
276	680	0.00002231543189310
276	2066	0.00000725205681936
276	4872	0.00002309624208900
277	6832	0.00000982953802362
277	6592	0.00001204183357870
277	200	0.00002531560690940
277	312	0.00001815818011340
277	570	0.00001100075331750
277	457	0.00001204183357870
277	5664	0.00001568561449300
277	2806	0.00000826791763178
277	4616	0.00002154169096240
277	7368	0.00000982953802362
277	6780	0.00000813778259913
277	2321	0.00001555547946040
277	3457	0.00001100075331750
277	5254	0.00001191169854610
277	2056	0.00004093181082780
277	2564	0.00002388412155020
277	3184	0.00001230210364400
277	2	0.00007424637918710
277	4490	0.00001243223867670
277	2112	0.00004002086559920
277	568	0.00001711709985220
277	4258	0.00001477466926450
277	1096	0.00002297317632160
277	1155	0.00001633628965630
277	304	0.00002557587697470
277	4193	0.00001529520939510
277	672	0.00002232250115840
277	3626	0.00001008980808890
277	76	0.00002349371645220
277	7232	0.00001945953044000
277	3404	0.00000956926795832
277	5102	0.00000826791763178
277	6840	0.00000865832272974
277	5121	0.00000136033049175
277	7337	0.00000917886286036
277	4736	0.00002453479671350
277	782	0.00001230210364400
277	2080	0.00000151187490544
277	4644	0.00001568561449300
277	4689	0.00001217196861140
277	908	0.00001165142848080
278	6832	0.00000934476802154
278	1160	0.00002352948658080
278	4320	0.00000231213894793
278	4101	0.00002326921651550
278	4100	0.00000253212277425
278	2093	0.00001142692854400
278	1489	0.00000960503808685
278	138	0.00002391989167870
278	3912	0.00000986530815216
278	2201	0.00001038584828280
278	2208	0.00002457056684200
278	7362	0.00000934476802154
278	7617	0.00000856395782562
278	2565	0.00001455016932770
278	4514	0.00001103652344600
278	320	0.00000252234571530
278	2230	0.00000999544318481
278	21151	0.00000438027986389
278	7885	0.00000752287756439
278	7752	0.00000973517311950
278	1316	0.00001402962919710
278	4097	0.00000260056218688
278	2722	0.00001168719860930
278	580	0.00002522124200530
278	1152	0.00004213879625020
278	4116	0.00002496097194000
278	6152	0.00002300894645020
278	4623	0.00000921463298889
278	4545	0.00001246800880520
278	3281	0.00000921463298889
278	96	0.00004291960644610
278	1024	0.00000320673984163
278	5249	0.00001507070945830
278	3397	0.00000921463298889
278	32	0.00007415201428300
278	640	0.00003940596056450
278	298	0.00001598165468690
278	7680	0.00001376935913180
278	6034	0.00000830368776031
279	2345	0.00000601397573191
279	4576	0.00000848654135232
279	580	0.00000110824139934
279	640	0.00003516422304630
279	2082	0.00001954801912790
279	1602	0.00000103002492776
279	2235	0.00000419208527476
279	4137	0.00001095910697270
279	1186	0.00001173991716870
279	6152	0.00001876720893190
279	4112	0.00003464368291570
279	288	0.00003659570840550
279	324	0.00001889734396460
279	5802	0.00000419208527476
279	4458	0.00000458249037272
279	360	0.00001030843180950
279	72	0.00003516422304630
16707	1040	0.00006335004037490
16706	2432	0.00003030720299140
16706	64	0.00028433078673100
16706	4232	0.00002463703371150
16706	5158	0.00000535845815983
16701	10	0.00008700889579040
16701	1027	0.00002577106756750
16701	256	0.00026845431274700
16701	2689	0.00001329669515170
16700	1600	0.00002757156859930
16700	36	0.00008540729525430
16700	3	0.00008200519368640
16700	137	0.00003777787330320
16700	4676	0.00001509719618360
16700	80	0.00008880939682230
16700	6198	0.00001169509461560
16700	171	0.00001282912847160
16700	516	0.00009447956610220
16703	928	0.00000981666580374
16703	206	0.00000981666580374
16703	564	0.00000868263194776
16703	2592	0.00002569313978750
16703	2953	0.00000641456423579
16702	4	0.00023556733092400
16702	4608	0.00007226645566270
18184	768	0.00006765239245870
18184	2144	0.00002115700436350
18184	193	0.00002796120749940
18184	2049	0.00007332256173860
17250	32	0.00027760451137500
17250	581	0.00000883848750779
17251	1058	0.00002463703371150
17251	1154	0.00002463703371150
17251	4097	0.00007340048951870
17252	76	0.00002146871548360
17253	0	0.00096248303260700
17253	4396	0.00000649249201581
17254	9	0.00008368472200250
17254	576	0.00008481875585850
17255	2592	0.00002252482155960
17256	0	0.00096142692653100
17256	2	0.00026059400353500
17256	4096	0.00024358349569600
17257	137	0.00002827291861950
16833	4145	0.00000770445365181
16833	8	0.00030482132391900
16833	2628	0.00001110655521980
21618	160	0.00006902020965480
21615	2560	0.00007907065879860
21615	5120	0.00008700889579040
21614	450	0.00001118448299980
21614	4	0.00023345511877200
21616	5668	0.00000754859809178
21611	160	0.00006796410357880
21610	610	0.00001095069965970
21610	81	0.00002342507207550
21610	16	0.00026384024954300
21613	1040	0.00006335004037490
21612	200	0.00003218563180330
21612	521	0.00003558773337120
21612	264	0.00007414488447460
21612	2112	0.00008321715532240
21612	512	0.00025105416600700
21612	4	0.00024084786130400
1212	200	0.00001974075188550
1212	1552	0.00001922021175480
1212	6793	0.00000477522313030
1212	1170	0.00000985048940379
1212	4417	0.00000985048940379
1212	4144	0.00000039874497662
1212	4132	0.00001817913149360
1212	5450	0.00000438481803234
1212	274	0.00002052156208140
1212	3074	0.00002182291240790
1212	512	0.00007478787069790
19397	448	0.00002909524135540
19396	336	0.00003265319848340
16647	263	0.00000438027986389
19394	310	0.00000332417378792
19393	10	0.00008912110794230
19393	4144	0.00002901731357540
19392	84	0.00002139078770360
19392	5254	0.00000551431371987
19391	6728	0.00000332417378792
19390	5120	0.00008489668363850
3518	4768	0.00000779021689494
3518	1152	0.00000058939762610
3513	114	0.00000867433452712
3513	2306	0.00001778378681290
3512	1601	0.00000930712462612
3512	4178	0.00001112901508330
3511	68	0.00003486724621900
3511	6408	0.00000067527671640
3511	256	0.00000146721849115
3510	42	0.00001546818382150
3517	2641	0.00000388616591534
3517	4098	0.00003368708839300
3516	136	0.00000063828292084
3515	2560	0.00000057473203768
3514	4675	0.00000490936111230
3514	4	0.00000111735880926
3514	5184	0.00001909407967150
2688	883	0.00001436331278630
2688	2595	0.00001917830899450
2688	1320	0.00002152073958230
2688	4726	0.00001514412298230
2688	1160	0.00002958911160680
2688	210	0.00002191114468020
2688	336	0.00003036992180270
2688	4242	0.00000719828299515
2688	22376	0.00002784839687510
2688	1089	0.00003076032690070
2688	1088	0.00004390396519870
2688	4101	0.00002932884154150
2688	5648	0.00002139060454960
2688	272	0.00004546558559050
2688	633	0.00001566466311290
2688	6629	0.00001436331278630
2688	69	0.00002958911160680
2688	81	0.00003023978677010
2688	22879	0.00002671436301910
2688	4617	0.00002191114468020
2688	292	0.00002906857147620
2688	2053	0.00002906857147620
2688	4128	0.00004832855630890
2688	18066	0.00002671436301910
2688	22586	0.00002558032916320
2688	5233	0.00001618520324350
2688	19393	0.00002898243073110
2688	4126	0.00001696601343940
2688	321	0.00002906857147620
2688	2385	0.00001709614847210
2688	4	0.00000795111653411
2688	4	0.00008047190937430
2688	4	0.00000795111653411
2688	4	0.00008047190937430
2688	18529	0.00003351856615500
2688	1119	0.00001423317775370
2688	1062	0.00002178100964760
2688	1258	0.00001605506821080
2688	4227	0.00002191114468020
2688	1075	0.00001839749879860
2688	7283	0.00001384277265570
2688	448	0.00000725205681936
2688	1792	0.00003141100206390
2688	4116	0.00003102059696600
2688	74	0.00002776722114960
2688	21242	0.00002444629530720
2688	4238	0.00001722628350470
2688	5124	0.00003023978677010
2688	5120	0.00004780801617830
2688	4377	0.00001722628350470
2688	1025	0.00004572585565580
2688	1024	0.00008177325970080
2688	22183	0.00002671436301910
2688	5249	0.00002113033448430
2688	6404	0.00002399330520270
2688	7220	0.00001566466311290
2688	32	0.00008021163930900
2688	2080	0.00000736938152673
2688	2315	0.00001722628350470
2688	4396	0.00000718361740673
2688	519	0.00000720317152462
2688	6196	0.00001761668860270
2688	273	0.00003063019186800
2688	20980	0.00002671436301910
2688	2083	0.00001917830899450
2688	1410	0.00002113033448430
2688	1097	0.00002178100964760
2688	1416	0.00000718361740673
2688	358	0.00001722628350470
2689	3168	0.00001499422961840
2689	5522	0.00000926828818169
2689	2096	0.00002384341183890
2689	5473	0.00000913815314903
2689	66	0.00004531569222670
2689	2824	0.00000359425296810
2689	4227	0.00001512436465110
2689	256	0.00007186323888800
2689	276	0.00002280233157770
2689	6340	0.00001004909837760
2689	1544	0.00002293246661030
2689	1057	0.00002150098125110
2689	1058	0.00002306260164300
2689	5194	0.00000978882831230
2689	1615	0.00000731626269189
2689	1	0.00007342485927990
2689	2688	0.00000368713502810
2689	6201	0.00000861761301842
2689	6240	0.00001369287929190
2689	186	0.00001043950347560
2689	328	0.00000368224649863
2689	1034	0.00002345300674090
2689	5382	0.00001109017863880
2689	465	0.00001135044870410
2689	2134	0.00001069977354090
2689	778	0.00001421341942250
2689	20554	0.00001638708559960
2689	3136	0.00002319273667560
2689	21836	0.00001411901788760
2689	4352	0.00000379468267652
2689	4398	0.00000952855824699
2689	6272	0.00002111057615320
2689	1800	0.00001291206909600
2689	19812	0.00001411901788760
2689	1064	0.00002267219654500
2689	34	0.00000384356797126
2689	4630	0.00001069977354090
2689	1385	0.00000874774805107
2689	2694	0.00001148058373680
2684	1024	0.00000157965466905
2684	3204	0.00000070949642272
2686	4132	0.00001636124398580
2686	6336	0.00000660111653680
2686	1127	0.00000295733562250
2687	273	0.00000043785321241
2680	4280	0.00000617988089309
2680	1026	0.00003402877788090
2680	6017	0.00000448812546860
2680	6497	0.00000448812546860
2680	1	0.00006942550676270
2680	262	0.00001997419435440
2680	2689	0.00000982366180739
2680	66	0.00004131633970950
2680	129	0.00000086104083640
2680	256	0.00000146721849115
2680	290	0.00001763176376660
2681	464	0.00000068016524588
2681	3222	0.00000216758289444
2681	836	0.00000984554982100
2681	4	0.00000144277584378
2681	2054	0.00001557149125780
2682	13	0.00001720959148940
2682	4096	0.00006848279435490
2682	7297	0.00000666865384452
2682	1029	0.00001746986155480
2682	133	0.00001916161697930
2682	136	0.00000096369995535
2682	1668	0.00000953162456289
2682	2054	0.00000071927348167
2683	5392	0.00000857102709086
2683	4228	0.00001572845388680
16768	612	0.00001329669515170
16768	1600	0.00002123493214360
16768	2	0.00026165010961100
99	1081	0.00001353191371350
99	6988	0.00000975799776656
99	5036	0.00000975799776656
99	194	0.00000204538426710
99	192	0.00000219204015131
99	5520	0.00001392231881150
99	132	0.00004033973044010
99	18995	0.00000657041979583
99	6928	0.00001171002325640
99	4615	0.00001262096848490
99	22912	0.00000430235208387
99	6944	0.00001366204874620
99	2322	0.00001886745005230
99	4748	0.00001249083345230
99	3586	0.00001743596469310
99	1426	0.00001275110351760
99	2560	0.00004125067566870
99	44	0.00002615501188090
99	966	0.00001105934809310
99	4125	0.00001314150861550
99	5784	0.00001040867292980
99	0	0.00000458741959345
99	5908	0.00001118948312570
99	996	0.00001184015828900
99	140	0.00002472352652170
99	5146	0.00000197205632499
99	6400	0.00002615501188090
99	384	0.00004398351135440
99	5120	0.00004320270115850
99	19465	0.00000770445365181
99	3448	0.00000988813279921
99	4648	0.00001899758508500
99	960	0.00001795650482370
99	5262	0.00001105934809310
99	896	0.00002329204116250
99	2128	0.00002537420168500
99	2080	0.00000216270897447
99	6409	0.00001236069841960
99	1536	0.00004281229606050
99	6192	0.00001600447933390
